Conference,Type,Title,In Charge,Presentation year
SANER,F,Can Large Language Models Discover Metamorphic Relations? A Large-Scale Empirical Study,,
SANER,F,Can We Trust the Actionable Guidance from Explainable AI Techniques in Defect Prediction?,,
SANER,F,CapAssess: An Endeavor to Assess and Enhance Linux Capabilities Utilization,,
SANER,F,Characterizing Logs in Vulnerability Reports: In-Depth Analysis and Security Implications,,
SANER,F,Conan: Uncover Consensus Issues in Distributed Databases Using Fuzzing-driven Fault Injection,,
SANER,F,Cross-System Software  Log-based Anomaly Detection Using Meta-Learning,,
SANER,F,CSE-WSS: Code Structure Enhancement Framework with Weighted Semantic Similarity for Changeset-based Bug Localization,,
SANER,F,Deep Smart Contract Intent Detection,,
SANER,F,Dissecting APKs from Google Play: Trends, Insights and Security Implications,,
SANER,F,Distinguishability-guided Test Program Generation for WebAssembly Runtime Performance Testing,,
SANER,F,EarlyPR: Early Prediction of Potential  Pull-Requests from Forks,,
SANER,F,Enhancing Automated Vulnerability Repair through Dependency Embedding and Pattern Store,,
SANER,F,Enhancing Microservice Migration Transformation from Monoliths with Graph Neural Networks,,
SANER,F,Evaluating Software Development Agents: Patch Patterns, Code Quality, and Issue Complexity in Real-World GitHub Scenarios,,
SANER,F,Evaluating the Effectiveness and Efficiency of Demonstration Retrievers in RAG for Code Tasks,,
SANER,F,Evaluating the Effectiveness of LLMs in Fixing Maintainability Issues in Real-World Projects,,
SANER,F,Exploring the Potential of Llama Models in Automated Code Refinement: A Replication Study,,
SANER,F,From Bug Reports to Workarounds: The Real-World Impact of Compiler Bugs,,
SANER,F,Generating and Contributing Test Cases for C Libraries from Client Code: A Case Study,,
SANER,F,How Effective are Large Language Models in Generating Software Specifications?,,
SANER,F,How to Select Pre-Trained Code Models for Reuse? A Learning Perspective,,
SANER,F,Improving API Knowledge Comprehensibility: A Context-Dependent Entity Detection and Context Completion Approach using LLM,,
SANER,F,Improving Evidence-Based Tech Hiring with GitHub-Supported Resume Matching,,
SANER,F,Is This You, LLM? Recognizing AI-written Programs with Multilingual Code Stylometry,,
SANER,F,On the Compression of Language Models for Code: An Empirical Study on CodeBERT,,
SANER,F,Optimizing Class Integration Testing with Criticality-Driven Test Order Generation,,
SANER,F,Pay Your Attention on Lib! Android Third-Party Library Detection via Feature Language Model,,
SANER,F,Preprocessing is All You Need: Boosting the Performance of Log Parsers With a General Preprocessing Framework,,
SANER,F,Protect Your Secrets: Understanding and Measuring Data Exposure in VSCode Extensions,,
SANER,F,Specification Mining for Smart Contracts with Trace Slicing and Predicate Abstraction,,
SANER,F,SpeedGen: Enhancing Code Efficiency through Large Language Model-Based Performance Optimization,,
SANER,F,Stack Trace Deduplication: Faster, More Accurately, and in More Realistic Scenarios,,
SANER,F,StriCT-BJ: A String Constraint Benchmark from Real Java Programs,,
SANER,F,The Hidden Challenges of Merging: A Tool-Based Exploration,,
SANER,F,THINK: Tackling API Hallucinations in LLMs via Injecting Knowledge,,
SANER,F,Towards Change Impact Analysis in Microservices-based System Evolution,,
SANER,F,TRACETS4J: A Traceable Unit Test Generation Dataset,,
SANER,F,WakeMint: Detecting Sleepminting Vulnerabilities in NFT Smart Contracts,,
SANER,F,Why Do Developers Engage with ChatGPT in Issue-Tracker? Investigating Usage and Reliance on ChatGPT-Generated Code,,
ICPC,F,Advancing Large Language Models in Code Generation: USACO Benchmark and Bug Mitigation Insights,,
ICPC,F,AI-based automated grading of source code of introductory programming assignments,,
ICPC,F,Algorithmic Inversion: A Learnable Algorithm Representation for Code Generation,,
ICPC,F,An Analysis of Students' Program Comprehension Processes in a Large Code Base,,
ICPC,F,Attributed Multiplex Learning for Analogical Third-Party Library Recommendation and Retrieval,,
ICPC,F,Building Bridges, Not Walls: Fairness-aware and Accurate Recommendation of Code Reviewers via LLM-based Agents Collaboration,,
ICPC,F,CalmDroid: Core-Set Based Active Learning for Multi-Label Android Malware Detection,,
ICPC,F,Characterizing Bugs in Login Processes of Android Applications: An Empirical Study,,
ICPC,F,CLCoSum: Curriculum Learning-based Code Summarization for Code Language Models,,
ICPC,F,CMDeSum: A Cross-Modal Deliberation Network for Code Summarization,,
ICPC,F,Code Ranking with Structure Awareness Contrastive Learning,,
ICPC,F,Code Review Comprehension: Reviewing Strategies Seen Through Code Comprehension Theories,,
ICPC,F,COFT: Making Large Language Models Better zero-shot Learners for Code Generation,,
ICPC,F,Combining Language and App UI Analysis for the Automated Assessment of Bug Reproduction Steps,,
ICPC,F,Developing a Taxonomy for Advanced Log Parsing Techniques,,
ICPC,F,DLCoG: A Novel Framework for Dual-Level Code Comment Generation based on Semantic Segmentation and In-Context Learning,,
ICPC,F,Effectively Modeling UI Transition Graphs for Android Apps via Reinforcement Learning,,
ICPC,F,Enhancing Code Generation for Low-Resource Languages: No Silver Bullet,,
ICPC,F,Explaining GitHub Actions Failures with Large Language Models: Challenges, Insights, and Limitations,,
ICPC,F,Extracting Formal Specifications from Documents Using LLMs for Test Automation,,
ICPC,F,GELog:A GPT-Enhanced Log Representation Method for Anomaly Detection,,
ICPC,F,Improved IR-based Bug Localization with Intelligent Relevance Feedback,,
ICPC,F,JavaWiz: A Trace-Based Graphical Debugger for Software Development Education,,
ICPC,F,KotSuite: Unit Test Generation for Kotlin Programs in Android Applications,,
ICPC,F,Large Language Models are Qualified Benchmark Builders: Rebuilding Pre-Training Datasets for Advancing Code Intelligence Tasks,,
ICPC,F,Leveraging Context Information for Self-Admitted Technical Debt Detection,,
ICPC,F,LLM-BL: Large Language Models are Zero-Shot Rankers for Bug Localization,,
ICPC,F,Log Parsing using LLMs with Self-Generated In-Context Learning and Self-Correction,,
ICPC,F,Method Names in Jupyter Notebooks: An Exploratory Study,,
ICPC,F,On the Possibility of Breaking Copyleft Licenses When Reusing Code Generated by ChatGPT,,
ICPC,F,Optimizing Datasets for Code Summarization: Is Code-Comment Coherence Enough?,,
ICPC,F,Pinpointing the Learning Obstacles of an Interactive Theorem Prover,,
ICPC,F,Quality In, Quality Out: Investigating Training Data's Role in AI Code Generation,,
ICPC,F,Session's Discussion: "Code Generation",,
ICPC,F,Session's Discussion: "Education, Debugging, Dynamic Analysis",,
ICPC,F,Session's Discussion: "Empirical Findings, Future Visions, Recommendations",,
ICPC,F,Session's Discussion: "Log Parsing, Bug Localisation, Review Comprehension",,
ICPC,F,Session's Discussion: "Summarisation, Natural Language Generation",,
ICPC,F,Session's Discussion: "Vulnerabilities, Technical Debt, Defects",,
ICPC,F,Slicing-Based Approach for Detecting and Patching Vulnerable Code Clones,,
ICPC,F,Sonar: Detecting Logic Bugs in DBMS through Generating Semantic-aware Non-Optimizing Query,,
ICPC,F,Studying How Configurations Impact Code Generation in LLMs: the Case of ChatGPT,,
ICPC,F,Terminal Lucidity: Envisioning the Future of the Terminal,,
ICPC,F,Towards Task-Harmonious Vulnerability Assessment based on LLM,,
MSR,F,50 Years of Programming Language Evolution through the Software Heritage looking glass,,
MSR,F,An Empirical Study on Leveraging Images in Automated Bug Report Reproduction,,
MSR,F,A Public Benchmark of REST APIs,,
MSR,F,Are the Majority of Public Computational Notebooks Pathologically Non-Executable?,,
MSR,F,Automatic High-Level Test Case Generation using Large Language Models,,
MSR,F,Build Scripts Need Maintenance Too: A Study on Refactoring and Technical Debt in Build Systems,,
MSR,F,Can LLMs Generate Higher Quality Code Than Humans? An Empirical Study,,
MSR,F,Can LLMs Replace Manual Annotation of Software Engineering Artifacts?,,
MSR,F,Combining Large Language Models with Static Analyzers for Code Review Generation,,
MSR,F,Does Functional Package Management Enable Reproducible Builds at Scale? Yes.,,
MSR,F,Do LLMs Provide Links to Code Similar to what they Generate? A Study with Gemini and Bing CoPilot,,
MSR,F,Enhancing Just-In-Time Defect Prediction Models with Developer-Centric Features,,
MSR,F,Evidence is All We Need: Do Self-Admitted Technical Debts Impact Method-Level Maintenance?,,
MSR,F,From Industrial Practices to Academia: Uncovering the Gap in Vulnerability Research and Practice,,
MSR,F,Good practice versus reality: a landscape analysis of Research Software metadata adoption in European Open Science Clusters,,
MSR,F,Harnessing Large Language Models for Curated Code Reviews,,
MSR,F,How Do Infrastructure-as-Code Practitioners Update Their Dependencies? An Empirical Study on Terraform Module Updates,,
MSR,F,How Effective are LLMs for Data Science Coding? A Controlled Experiment,,
MSR,F,How Much Do Code Language Models Remember? An Investigation on Data Extraction Attacks before and after Fine-tuning,,
MSR,F,Inferring Questions from Programming Screenshots,,
MSR,F,Intelligent Semantic Matching (ISM) for Video Tutorial Search using Transformer Models,,
MSR,F,Investigating the Understandability of Review Comments on Code Change Requests,,
MSR,F,Is it Really Fun? Detecting Low Engagement Events in Video Games,,
MSR,F,It’s About Time: An Empirical Study of Date and Time Bugs in Open-Source Python Software,,
MSR,F,It Works (only) on My Machine: A Study on Reproducibility Smells in Ansible Scripts,,
MSR,F,Keynote,,
MSR,F,Language Models in Software Development Tasks: An Experimental Analysis of Energy and Accuracy,,
MSR,F,Learning from Mistakes: Understanding Ad-hoc Logs through Analyzing Accidental Commits,,
MSR,F,LLMSecConfig: An LLM-Based Approach for Fixing Software Container Misconfigurations,,
MSR,F,Mining a Decade of Contributor Dynamics in Ethereum: A Longitudinal Study,,
MSR,F,On the calibration of Just-in-time Defect Prediction,,
MSR,F,Opening Session and Award Announcement,,
MSR,F,Prompt Engineering or Fine-Tuning: An Empirical Assessment of LLMs for Code,,
MSR,F,Prompting in the Wild: An Empirical Study of Prompt Evolution in Software Repositories,,
MSR,F,PyExamine: A Comprehensive, Un-Opinionated Smell Detection Tool for Python,,
MSR,F,Refactoring for Dockerfile Quality: A Dive into Developer Practices and Automation Potential,,
MSR,F,Revisiting Defects4J for Fault Localization in Diverse Development Scenarios,,
MSR,F,Should Code Models Learn Pedagogically? A Preliminary Evaluation of Curriculum Learning for Real-World Software Engineering Tasks,,
MSR,F,SMATCH-M-LLM: Semantic Similarity in Metamodel Matching With Large Language Models,,
MSR,F,Smells-sus: Sustainability Smells in IaC,,
MSR,F,Software Composition Analysis and Supply Chain Security in Apache Projects: an Empirical Study,,
MSR,F,The Ecosystem of Open-Source Music Production Software – A Mining Study on the Development Practices of VST Plugins on GitHub,,
MSR,F,Too Noisy To Learn: Enhancing Data Quality for Code Review Comment Generation,,
MSR,F,Towards Detecting Prompt Knowledge Gaps for Improved LLM-guided Issue Resolution,,
MSR,F,Towards Security Commit Message Standardization,,
MSR,F,TriGraph: A Probabilistic Subgraph-Based Model for Visual Code Completion in Pure Data,,
MSR,F,Understanding Test Deletion in Java Applications,,
MSR,F,What Do Contribution Guidelines Say About Software Testing?,,
MSR,F,Wolves in the Repository: A Software Engineering Analysis of the XZ Utils Supply Chain Attack,,
ESEM,F,A Defect Taxonomy for Infrastructure as Code Scripts: A Replication Study,,
ESEM,F,Aggregating empirical evidence from data strategies studies: a case on model quantization,,
ESEM,F,Another Systematic Review? A Critical Analysis of Systematic Literature Reviews on Agile Effort and Cost Estimation,,
ESEM,F,Assessing diversity in creating seed set for snowballing search for systematic literature review in software engineering,,
ESEM,F,Beyond Binary Moderation: Identifying Fine-Grained Sexist and Misogynistic Behavior on GitHub with Large Language Models,,
ESEM,F,Can User Feedback Help Issue Detection? An Empirical Study on a One-billion-user Online Service System,,
ESEM,F,Developer Prompts in Practice: An Empirical Study of Bias, Security, and Optimization,,
ESEM,F,Exploring Engagement in Hybrid Meetings,,
ESEM,F,Exploring the Jupyter Ecosystem: An Empirical Study of Bugs and Vulnerabilities,,
ESEM,F,Go-Oracle: Automated Test Oracle for Go Concurrency Bugs,,
ESEM,F,How Do Community Smells Influence Self-Admitted Technical Debt in Machine Learning Projects?,,
ESEM,F,Interrogative Comments Posed by Review Comment Generators: An Empirical Study of Gerrit,,
ESEM,F,Is Diversity a Meaningful Metric in Fairness Testing?,,
ESEM,F,Is LLM-Generated Code More Maintainable & Reliable than Human-Written Code?,,
ESEM,F,Mapping Code Smells and Refactorings Accurately: Insights from an Empirical Study,,
ESEM,F,One Size Does Not Fit All: How To Organize Hybrid Work In Agile Software Development?,,
ESEM,F,On the Harmfulness of Test Smells in Manual System Testing: A Controlled Experiment,,
ESEM,F,Perspectives, Needs and Challenges for Sustainable Software Engineering Teams: A FinServ Case Study,,
ESEM,F,Secret Breach Detection in Source Code with Large Language Models,,
ESEM,F,SESR-Eval: Dataset to Evaluate LLMs in the Screening Process of Systematic Reviews,,
ESEM,F,SIExVulTS: Sensitive Information Exposure Vulnerability Detection System using Transformer Models and Static Analysis,,
ESEM,F,The Shifting Sands of Toxicity: The Evolving Nature of Interpersonal Challenges in Open Source,,
ESEM,F,Understanding Everything as Code: A Taxonomy and Conceptual Model,,
ESEM,F,Using Voting and Stacking Ensemble Techniques to Optimize Software Requirements Classification,,
ESEM,F,We Know What You're Looking For: Recommendation for Large-Scale Open Source Software,,
ESEM,F,What About Our Bug? A Study on the Responsiveness of NPM Package Maintainers,,
ESEM,F,When Domains Collide: An Activity Theory Exploration of Cross-Disciplinary Collaboration,,
ESEM,F,Where Tests Fall Short: Empirically Analyzing Oracle Gaps in Covered Code,,

