Conference,Type,Title,In Charge,Presentation year
ICSE,F,BTreeFuzz: Enhanced Feedback Mechanism for ROS Program Fuzzer Based on Behavior Tree,,
ICSE,F,Bytecode-centric Detection of Known-to-be-vulnerable Dependencies in Java Projects,,
ICSE,F,Can SAT Solvers Keep Up With the Linux Kernel's Feature Model?,,
ICSE,F,Causal or Correlational? A Cohort Study on the Effects of Code Smells on Class Change- and Fault-Proneness,,
ICSE,F,CCLInsight: Unveiling Insights in GPU Collective Communication Libraries via Primitive-Centric Analysis,,
ICSE,F,"Change And Cover: Last-Mile, Pull Request-Based Regression Test Augmentation",,
ICSE,F,Characterizing GPU-accelerated Web Applications in Browsers,,
ICSE,F,Characterizing Regression Bug‑Inducing Changes and Improving LLM‑Based Regression Bug Detection,,
ICSE,F,Checking Unsupervised Learning for Nondeterminism and Inconsistency via SMT Solving,,
ICSE,F,"Closing the Chain: How to reduce your risk of being SolarWinds, Log4j, or XZ Utils",,
ICSE,F,Cobblestone: A Divide-and-Conquer Approach for Automating Formal Verification,,
ICSE,F,"CoBrA: Context-, Branch-sensitive Static Analysis for Detecting Taint-style Vulnerabilities in PHP Web Applications",,
ICSE,F,CodeMapper: A Language-Agnostic Approach to Mapping Code Regions Across Commits,,
ICSE,F,Cognitive Biases in LLM-Assisted Software Development,,
ICSE,F,CombCT: Compiler Testing via Combinatorial Testing,,
ICSE,F,Comfrey: Mitigating Integration Failures in LLM-enabled Software at Run-Time,,
ICSE,F,Configuration-Sensitive Linux Kernel Fuzzing,,
ICSE,F,ConfLogger: Enhance Systems' Configuration Diagnosability through Configuration Logging,,
ICSE,F,ConfuGuard: Using Metadata to Detect Active and Stealthy Package Confusion Attacks Accurately and at Scale,,
ICSE,F,Connected to Stay: Gender Homophily and Its Role in Open-Source Software Developer Retention,,
ICSE,F,Context-Free Grammar Inference for Complex Programming Languages in Black Box Settings,,
ICSE,F,Context-Free Property Oriented Fuzzing,,
ICSE,F,CoReX: Context-Aware Refinement-Based Slicing for Debugging Regression Failures,,
ICSE,F,CREME: Robustness Enhancement of Code LLMs via Layer-Aware Model Editing,,
ICSE,F,CRUDinfer: Automated CRUD Semantics Inference for REST APIs Through Black-box Testing,,
ICSE,F,D-BUNDLR: Destructing JavaScript Bundles for Effective Static Analysis,,
ICSE,F,Debugging Performance Issues in WebAssembly Runtimes via Mutation-based Inference,,
ICSE,F,Decades of GNU Patch and Git Cherry-Pick: Can We Do Better?,,
ICSE,F,Defects4REST: A Benchmark of Real-World Defects to Enable Controlled Testing and Debugging Studies for REST APIs,,
ICSE,F,DeFT: Maintaining Determinism and Extracting Unit Tests for Autonomous Driving Planning,,
ICSE,F,Demystifying the CVE Ecosystem: Community-Perceived Impacts and Problems,,
ICSE,F,Dependency-aware Residual Risk Analysis,,
ICSE,F,Depradar: Agentic Coordination for Context-Aware Defect Impact Analysis in Deep Learning Libraries,,
ICSE,F,Designing Abandabot: When Does Open Source Dependency Abandonment Matter?,,
ICSE,F,Diffploit: Facilitating Cross-Version Exploit Migration for Open Source Library Vulnerabilities,,
ICSE,F,Distance-Guided Search in Program Synthesis with Imperfect LLM Solutions,,
ICSE,F,DNN Modularization via Activation-Driven Training,,
ICSE,F,Do Unit Proofs Work? An Empirical Study of Compositional Bounded Model Checking for Memory Safety Verification,,
ICSE,F,Dually Hierarchical Drift Adaptation for Online Configuration Performance Learning,,
ICSE,F,DyMA-Fuzz: Dynamic Direct Memory Access Abstraction for Re-hosted Monolithic Firmware Fuzzing,,
ICSE,F,EchoFuzz: Empowering Smart Contract Fuzzing with Large Language Models,,
ICSE,F,Efficient Build Dependency Verification Using eBPF and Incremental Analysis,,
ICSE,F,Efficient Strong Updates For Path Sensitive Data Dependence Analysis,,
ICSE,F,EmbedAgent: Benchmarking Large Language Models in Embedded System Development,,
ICSE,F,EMC: A Semantic-Enhanced Malware Classification Method with Robustness and Scalability,,
ICSE,F,"Enabling Global, Human-Centered Explanations for LLMs: From Tokens to Interpretable Code and Test Generation",,
ICSE,F,End-to-End Model Generation with Large Language Models for Adaptive IoT Application Deployment,,
ICSE,F,Energy-Efficient Software Development: A Multi-dimensional Empirical Analysis of Stack Overflow,,
ICSE,F,Enforcing Control Flow Integrity on DeFi Smart Contracts,,
ICSE,F,Enhancing Issue Localization Agent with Tool-Interactive Training,,
ICSE,F,Enhancing LLM Code Generation with Ensembles: A Similarity-Based Selection Approach,,
ICSE,F,Enhancing Symbolic Execution with Self-Configuring Parameters,,
ICSE,F,Environment-Aware Code Generation: How far are We?,,
ICSE,F,E-Test: E'er-Improving Test Suites,,
ICSE,F,Evaluating and Improving Automated Repository-Level Rust Issue Resolution with LLM-based Agents,,
ICSE,F,Evaluating Generated Commit Messages with Large Language Models,,
ICSE,F,Evaluating the effectiveness of LLM-based interoperability,,
ICSE,F,"Evolving Trends, Patterns, and Hidden Pitfalls: Unveiling JavaScript Feature Usage in the Wild",,
ICSE,F,Evolving with AI: A Longitudinal Analysis of Developer Logs,,
ICSE,F,Exploring and Improving Real-World Vulnerability Data Generation via Prompting Large Language Models,,
ICSE,F,Fairness Is Not Just Ethical: Performance Trade-Off via Data Correlation Tuning to Mitigate Bias in ML Software,,
ICSE,F,Fast Flow-Sensitive C Program Partitioning via Iterative Value-Flow Refinement,,
ICSE,F,Filtering before Tuning: Robust Fine-Tuning of Large Code Models under Noisy Labels,,
ICSE,F,Fine-Grained Analyses for Evolution-Aware Runtime Verification,,
ICSE,F,FlipFlop: A Static Analysis-based Energy Optimization Framework for GPU Kernels,,
ICSE,F,FlowScope: Non-Intrusive Distributed Tracing with Method-Level Delay Estimation for Microservices Troubleshooting,,
ICSE,F,FM4MC: Improving Feature Models for Microservice Chains—Towards More Efficient Configuration and Validation,,
ICSE,F,FORGE: An LLM-driven Framework for Large-Scale Smart Contract Vulnerability Dataset Construction,,
ICSE,F,FoundRoot: Towards Foundation Model for Root Cause Analysis via Structured Deep Thinking,,
ICSE,F,FrameShift: Resizing Fuzzer Inputs Without Breaking Them,,
ICSE,F,FreshBrew: A Benchmark for Evaluating AI Agents on Java Code Migration,,
ICSE,F,From Code Changes to Quality Gains: An Empirical Study in Python ML Systems with PyQu,,
ICSE,F,From Code to Correctness: Closing the Last Mile of Code Generation with Hierarchical Debugging,,
ICSE,F,From Seed to Scope: Reasoning to Identify Change Impact Sets,,
ICSE,F,Fuzzing Java Optimizing Compilers with Complex Inter-Class Structures Guided by Heterogeneous Program Graphs,,
ICSE,F,Fuzzing JavaScript Engines by Fusing JavaScript and WebAssembly,,
ICSE,F,Generating Energy-Efficient Code via Large-Language Models - Where are we now?,,
ICSE,F,Generator Solving for Symbolic Execution,,
ICSE,F,GPTrace: Effective Crash Deduplication Using LLM Embeddings,,
ICSE,F,Hallucinating Certificates: Differential Testing of TLS Certificate Validation Using Generative Language Models,,
ICSE,F,HarnessLLM: Rust Verification Harness Generation with Large Language Models,,
ICSE,F,Heterogeneous Prompting and Execution Feedback for SWE Issue Test Generation and Selection,,
ICSE,F,"Hey, ChatGPT, Look at My Work: Using Conversational AI in Requirements Engineering Education",,
ICSE,F,HistoryFinder: Advancing Method-Level Source Code History Generation with Accurate Oracles and Enhanced Algorithm,,
ICSE,F,HoarePrompt: Structural Reasoning About Program Correctness in Natural Language,,
ICSE,F,How Does Core Contributor Disengagement Impact Open Source Project Activity? A Quasi-Experiment,,
ICSE,F,How Do Semantically Equivalent Code Transformations Impact Membership Inference on LLMs for Code?,,
ICSE,F,How Good are Input Grammar Miners? An Empirical Study,,
ICSE,F,Hybrid Fault-Driven Mutation Testing for Python,,
ICSE,F,Imitation Game: Reproducing Deep Learning Bugs Leveraging an Intelligent Agent,,
ICSE,F,Improving Code Generation via Small Language Model-as-a-judge,,
ICSE,F,“I need to learn better searching tactics for privacy policy laws.” Investigating Software Developers’ Behavior When Using Sources on Privacy Issues,,
ICSE,F,InferLog: Accelerating LLM Inference for Online Log Parsing via ICL-oriented Prefix Caching,,
ICSE,F,Input Reduction Enhanced LLM-based Program Repair,,
ICSE,F,Insecure Ingredients? Exploring Dependency Update Patterns of Bundled JavaScript Packages on the Web,,
ICSE,F,Inside Out: Uncovering How Comment Internalization Steers LLMs for Better or Worse,,
ICSE,F,IntelliRadar: A Comprehensive Platform to Pinpoint Malicious Package Information from Cyber Intelligence,,
ICSE,F,INTENTFIX: Automated Logic Vulnerability Repair via LLM-Driven Intent Modeling,,
ICSE,F,Is Call Graph Pruning Really Effective? An Empirical Re-evaluation,,
ICSE,F,Is My RPC Response Reliable? Detecting RPC Bugs in Blockchain Client under Context,,
ICSE,F,Issue2Test: Generating Reproducing Test Cases from Issue Reports,,
ICSE,F,JEDI: Java Evaluation of Declarative and Imperative Queries - Benchmarking the Java Stream API,,
ICSE,F,Knowledge-Augmented Log Anomaly Detection with Large Language Models,,
ICSE,F,Knowledge Matters: Injecting Project and Testing Knowledge into LLM-based Unit Test Generation,,
ICSE,F,Large Language Model-Aided Partial Program Dependence Analysis,,
ICSE,F,Learning From Software Failures: A Case Study at a National Space Research Center,,
ICSE,F,Learning without Forgetting: Towards Continual learning of Fault Localization Models in Industrial Software Systems,,
ICSE,F,Let the Trial Begin: A Mock-Court Approach to Vulnerability Detection using LLM-Based Agents,,
ICSE,F,Light over Heavy: Automated Performance Requirements Quantification with Linguistic Inducement,,
ICSE,F,LikeThis! Empowering App Users to Submit UI Improvement Suggestions Instead of Complaints,,
ICSE,F,LLM4JMH: Studying the Use of LLMs for Generating Java Performance Microbenchmarks,,
ICSE,F,LLM4Perf: Large Language Models Are Effective Samplers for Multi-Objective Performance Modeling,,
ICSE,F,LLM-based Agents for Automated Bug Fixing: How Far Are We?,,
ICSE,F,LLM-based API Argument Completion with Knowledge-Augmented Prompts,,
ICSE,F,LLM-based Vulnerability Discovery through the Lens of Code Metrics,,
ICSE,F,LLM Test Generation via Iterative Hybrid Program Analysis,,
ICSE,F,LogFold: Compressing Logs with Structured Tokens and Hybrid Encoding,,
ICSE,F,LoopSCC: Summarizing Complex Multi-branch Nested Loops via Periodic Oscillation Interval,,
ICSE,F,LSPRAG: LSP-Guided RAG for Language-Agnostic Real-Time Unit Test Generation,,
ICSE,F,MaCTG: Multi-Agent Collaborative Thought Graph for Automatic Programming,,
ICSE,F,MazeBreaker: Multi-Agent Reinforcement Learning for Dynamic Jailbreaking of LLM Security Defenses,,
ICSE,F,Measuring the Influence of Incorrect Code on Test Generation,,
ICSE,F,Memory-Efficient Large Language Models for Program Repair with Semantic-Guided Patch Generation,,
ICSE,F,Metamorphic Fuzzing for Multi-Agent Path Finding Algorithms,,
ICSE,F,META²V2V: Revealing Behavioural Deviations under Mutual Perception in Multi-Vehicle Autonomous Driving,,
ICSE,F,Metronome: Differentiated Delay Scheduling for Serverless Functions,,
ICSE,F,MINES: Explainable Anomaly Detection through Web API Invariant Inference,,
ICSE,F,Minimizing Breaking Changes and Redundancy in Mitigating Technical Lag for Java Projects,,
ICSE,F,MioHint: LLM-Assisted Request Mutation for Whitebox REST API Testing,,
ICSE,F,Misbehavior Forecasting for Focused Autonomous Driving Systems Testing,,
ICSE,F,Modeling Like Peeling an Onion: Layerwise Analysis-Driven Automatic Behavioral Model Generation,,
ICSE,F,ModularEvo: Evolving Multi-Task Models via Neural Network Modularization and Composition,,
ICSE,F,More with Less: An Empirical Study of Turn-Control Strategies for Efficient Coding Agents,,
ICSE,F,Multi-Location Software Model Completion,,
ICSE,F,MutDafny: A Mutation-Based Approach to Assess Dafny Specifications,,
ICSE,F,NB2P: Generating Data Science Pipelines from Computational Notebooks,,
ICSE,F,No Shot in the Dark: Efficient Context-Free Language Reachability via Context-Aware Tabulation,,
ICSE,F,NotDec: WebAssembly Decompilation With Inter-Procedural Type Recovery,,
ICSE,F,OctopusGuard: K-Line Enhanced Token Scam Detector Powered by Multimodal LLMs,,
ICSE,F,"One Signature, Multiple Payments: Demystifying and Detecting Signature Replay Vulnerabilities in Smart Contracts",,
ICSE,F,One Size Does Fit All: Kernel-Assisted Fine-Grained Debloating and Layout Randomization for Shared Libraries,,
ICSE,F,On Interaction Effects in Greybox Fuzzing,,
ICSE,F,Online and Interactive Bayesian Inference Debugging,,
ICSE,F,On LLMs’ Internal Representation of Code Correctness,,
ICSE,F,On the Robustness of Fairness Practices: A Causal Framework for Systematic Evaluation,,
ICSE,F,Optimization-Aware Test Generation for Deep Learning Compilers,,
ICSE,F,Order Matters! An Empirical Study on Large Language Models' Input Order Bias in Software Fault Localization,,
ICSE,F,"Out of Distribution, Out of Luck: How Well Can LLMs Trained on Vulnerability Datasets Detect Top 25 CWE Weaknesses?",,
ICSE,F,Panoptes: A Profile Clustering Framework for Context-Aware Binary Optimization,,
ICSE,F,Parse this! Summoning Context-Sensitive Inputs with Goblin,,
ICSE,F,Perspective-Taking in Software Engineering: A Study on its Relationship to Team Performance,,
ICSE,F,Portable Power Modeling with Transfer Learning on JVM-Based Applications,,
ICSE,F,Practitioner Views on Mobile App Accessibility: Practices and Challenges,,
ICSE,F,Precise Static Identification of Ethereum Storage Variables,,
ICSE,F,PredicateFix: Repairing Static Analysis Alerts with Bridging Predicates,,
ICSE,F,Predicting Failures in Smart Human-Centric EcoSystems,,
ICSE,F,PreServe: Intelligent Management for LMaaS Systems via Hierarchical Prediction,,
ICSE,F,Project-Level Resource Leak Detection through Agent-based Ownership Analysis and Repair Pattern Verification,,
ICSE,F,PromiseTune: Unveiling Causally Promising and Explainable Configuration Tuning,,
ICSE,F,ProofCoop: Collaborative Automated Formal Verification,,
ICSE,F,ProxyWar: Dynamic Assessment of LLM Code Generation in Game Arenas,,
ICSE,F,PTV: Scalable Version Detection of Web Libraries and its Security Application,,
ICSE,F,PyXray: Practical Cross-Language Call Graph Construction through Object Layout Analysis,,
ICSE,F,Quantifying Memorization Advantage in Code LLMs,,
ICSE,F,RBCTest: Leveraging LLMs to Mine and Verify Oracles of API Response Bodies for RESTful API Testing,,
ICSE,F,RealityCraft: Automated Synthesis of Extended Reality Device Interaction Scripts from Natural Language Instructions,,
ICSE,F,RefAgent: A Multi-agent LLM-based Framework for Automatic Software Refactoring,,
ICSE,F,Reflections on the Reproducibility of Commercial LLM Performance in Empirical Software Engineering Studies,,
ICSE,F,Remediating Superfluous Re-Rendering in React Applications,,
ICSE,F,Repairing LLM Executions for Secure Automatic Programming,,
ICSE,F,Repair Ingredients Are All You Need: Improving Large Language Model-Based Program Repair via Repair Ingredients Search,,
ICSE,F,RepoScope: Leveraging Call Chain-Aware Multi-View Context for Repository-Level Code Generation,,
ICSE,F,Rethinking the Capability of Fine-Tuned Language Models for Automated Vulnerability Repair,,
ICSE,F,Rethinking the Evaluation of Secure Code Generation,,
ICSE,F,Retrieval-Augmented Test Generation: How Far Are We?,,
ICSE,F,Revisiting "Revisiting Neuron Coverage for DNN Testing: A Layer-Wise and Distribution-Aware Criterion": A Critical Review and Implications on DNN Coverage Testing,,
ICSE,F,RISE: Rule-Driven SQL Dialect Translation via Query Reduction,,
ICSE,F,RulePilot: An LLM-Powered Agent for Security Rule Generation,,
ICSE,F,Rusted Types: Static Detection of Rust Type Confusion Bugs,,
ICSE,F,RusyFuzz: Unhandled Exception Guided Fuzzing for Rust OS Kernel,,
ICSE,F,SAFE: Harnessing LLM for Scenario-Driven ADS Testing from Multimodal Crash Data,,
ICSE,F,SAINT: Service-level Integration Test Generation with Program Analysis and LLM-based Agents,,
ICSE,F,Same Same But Different: Preventing Refactoring Attacks on Software Plagiarism Detection,,
ICSE,F,Sapling: Quantifying and Measuring the Maturity of the RISC-V Software Ecosystem,,
ICSE,F,Scaling Security Testing by Addressing the Reachability Gap,,
ICSE,F,Scalpel: Automotive Deep Learning Framework Testing via Assembling Model Components,,
ICSE,F,Scrub It Out! Erasing Sensitive Memorization in Code Language Models via Machine Unlearning,,
ICSE,F,SEAlign: Alignment Training for Software Engineering Agent,,
ICSE,F,SecureReviewer: Enhancing Large Language Models for Secure Code Review through Secure-Aware Fine-Tuning,,
ICSE,F,Securing the AI Supply Chain: What Can We Learn From Developer-Reported Security Issues and Solutions of AI Projects?,,
ICSE,F,SEER: Enhancing Chain-of-Thought Code Generation through Self-Exploring Deep Reasoning,,
ICSE,F,Semantic-Enhanced Automatic Refinement of Architecture Recovery Results Using LLMs,,
ICSE,F,SeRe: A Security-Related Code Review Dataset Aligned with Real-World Review Activities,,
ICSE,F,"Six Million (Suspected) Fake Stars on GitHub: A Growing Spiral of Popularity Contests, Spams, and Malware",,
ICSE,F,"Small Changes, Big Trouble: Demystifying and Parsing License Variants for Incompatibility Detection in the PyPI Ecosystem",,
ICSE,F,"SmartC2Rust: Iterative, Feedback-Driven C-to-Rust Translation via Large Language Models for Safety and Equivalence",,
ICSE,F,Smoke and Mirrors: Jailbreaking LLM-based Code Generation via Implicit Malicious Prompts,,
ICSE,F,Software Vulnerability Management in the Era of Artificial Intelligence: An Industry Perspective,,
ICSE,F,SpecGuru: Hierarchical LLM-Driven API Points-to Specification Generation with Self-Validation,,
ICSE,F,SpecOps: A Fully Automated AI Agent Testing Framework in Real-World GUI Environments,,
ICSE,F,SSAR: A Novel Software Architecture Recovery Approach Enhancing Accuracy and Scalability,,
ICSE,F,"Staying or Leaving? How Job Satisfaction, Embeddedness and Antecedents Predict Turnover Intentions of Software Professionals",,
ICSE,F,STEM-EF: A Model for Assessing Scrum Team Effectiveness Based on Emotional Factors,,
ICSE,F,StorFuzz: Using Data Diversity to Overcome Fuzzing Plateaus,,
ICSE,F,SustainDiffusion: Optimising the Social and Environmental Sustainability of Stable Diffusion Models,,
ICSE,F,SWE-Debate: Competitive Multi-Agent Debate for Software Issue Resolution,,
ICSE,F,SymRadar: PoC-Centered Bounded Verification for Vulnerability Repair,,
ICSE,F,Synthesizing Hardware-Specific Instructions for Efficient Code Generation of Simulink,,
ICSE,F,Synthetic Repo-level Bug Dataset for Training Automated Program Repair Models,,
ICSE,F,TAAF: A Trace Abstraction and Analysis Framework Synergizing Knowledge Graphs and LLMs,,
ICSE,F,TaCoS: Generated Context Summaries for Task Resumption,,
ICSE,F,TACO: Trust Assessment of Large Language Models in Coding Assistance Tasks,,
ICSE,F,TaintP2X: Detecting Taint-Style Prompt-to-Anything Injection Vulnerabilities in LLM-Integrated Applications,,
ICSE,F,TARIPlay: A Test Framework for AR Applications based on Interactive Area Detection in Playback Videos,,
ICSE,F,Temporal Specification Oriented Fuzzing for Trigger-Action-Programming Smart Home Integrations,,
ICSE,F,Test Flimsiness: Characterizing Flakiness Induced by Mutation to the Code Under Test,,
ICSE,F,TestifAI: Tomography-Based Testing for Deep Learning Systems,,
ICSE,F,Testing Deep Learning Libraries via Neurosymbolic Constraint Learning,,
ICSE,F,Testora: Using Natural Language Intent to Detect Behavioral Regressions,,
ICSE,F,"TestWeaver: Execution-aware, Feedback-driven Regression Testing Generation with Large Language Models",,
ICSE,F,The Cost vs the Benefit of Adding an Extra Code Reviewer to Mitigate Developer Turnover through Reviewer Recommenders,,
ICSE,F,The Hidden Cost of Readability: How Code Formatting Silently Consumes Your LLM Budget,,
ICSE,F,The Software Infrastructure Attitude Scale (SIAS): A Questionnaire Instrument for Measuring Professionals’ Attitudes Toward Technical and Sociotechnical Infrastructure,,
ICSE,F,The State of Open Science in Software Engineering Research: A Case Study of ICSE Artifacts,,
ICSE,F,Think Like Human Developers: Harnessing Community Knowledge for Structured Code Reasoning,,
ICSE,F,Think Outside the Box: Automating Inter-App Functionality Testing via Memory Implanting and Reasoning,,
ICSE,F,Top General Performance = Top Domain Performance? DomainCodeBench: A Multi-domain Code Generation Benchmark,,
ICSE,F,Toward Efficient Package Maintenance: An Empirical Study of Patch Sharing across Four Linux Distributions,,
ICSE,F,Towards Better Linux Kernel Fault Localization: Leveraging Contrastive Reasoning and Hierarchical Context Analysis,,
ICSE,F,Towards Global Matches for Third-Party Library Detection in Android,,
ICSE,F,Towards Scalable and Interpretable Mobile App Risk Analysis via Large Language Models,,
ICSE,F,Towards Supporting Open Source Library Maintainers with Community-Based Analytics,,
ICSE,F,Towards Understanding and Characterizing Vulnerabilities in Intelligent Connected Vehicles through Real-World Exploits,,
ICSE,F,Toward Systematic Counterfactual Fairness Evaluation of Large Language Models: The CAFFE Framework,,
ICSE,F,Toxicity Ahead: Forecasting Conversational Derailment on GitHub,,
ICSE,F,TraceCoder: A Trace-Driven Multi-Agent Framework for Automated Debugging of LLM-Generated Code,,
ICSE,F,Training on Clean Data but Getting Backdoored Models! A Poisoning Attack on Code Encoders,,
ICSE,F,TypeCare: Boosting Python Type Inference Models via Context-Aware Re-Ranking and Augmentation,,
ICSE,F,Uncovering Failures in Cyber-Physical System State Transitions: A Fuzzing-Based Approach Applied to sUAS,,
ICSE,F,Understanding DevOps Security of Google Workspace Apps,,
ICSE,F,UniCoR: Modality Collaboration for Robust Cross-Language Hybrid Code Retrieval,,
ICSE,F,Unified Software Engineering agent as AI Software Engineer,,
ICSE,F,Unlocking LLM Repair Capabilities Through Cross-Language Translation and Multi-Agent Refinement,,
ICSE,F,Unlocking the Silent Needs: Business-Logic-Driven Iterative Requirements Auto-completion,,
ICSE,F,Using a Sledgehammer to Crack a Nut? Revisiting Automated Compiler Fault Isolation,,
ICSE,F,VADA: A Multicultural Benchmark for Value-Aware Data Generation and Alignment Evaluation in LLMs,,
ICSE,F,Validating Mixed-Integer Programming Solvers,,
ICSE,F,Variability-Aware Fuzzing,,
ICSE,F,VDBFuzz: Understanding and Detecting Crash Bugs in Vector Database Management Systems,,
ICSE,F,Verification of Multi-Model Stochastic Systems,,
ICSE,F,Views on Internal and External Validity in Empirical Software Engineering: 10 Years Later and Beyond,,
ICSE,F,"Weak Programmers Need Not Apply, LLMs Welcome! Survey Screening in the AI Era",,
ICSE,F,Well Begun is Half Done: Location-Aware and Trace-Guided Iterative Automated Vulnerability Repair,,
ICSE,F,What Makes Code Generation Ethically Sourced?,,
ICSE,F,What’s in a Software Engineering Job Posting?,,
ICSE,F,What to Retrieve for Effective Retrieval-Augmented Code Generation? An Empirical Study and Beyond,,
ICSE,F,When AI Takes the Wheel: Security Analysis of Framework-Constrained Program Generation,,
ICSE,F,"When Prompts Go Wrong: Evaluating Code Model Robustness to Ambiguous, Contradictory, and Incomplete Task Descriptions",,
ICSE,F,WhisperCatcher: Demystifying Unauthorized and Encrypted Private Data Transmission in Android Applications,,
ICSE,F,Why Attention Fails: A Taxonomy of Faults in Attention-Based Neural Networks,,
ICSE,F,WhyFlow: Interrogative Debugger for Sensemaking Taint Analysis,,
ICSE,F,Women’s Career Paths in the Nordic Software Industry: A Narrative Analysis Through Gender-Switched Personas,,
ICSE,F,"“Write in English, Nobody Understands Your Language Here”: A Study of Non-English Trends in Open-Source Repositories",,
ICSE,F,Write Your Own Code Checker: An Automated Test-Driven Checker Development Approach with LLMs,,
ICSE,F,XRFix: Exploring Performance Bug Repair of Extended Reality Applications with Large Language Models,,
SANER,F,Agentic LLM-Driven C++ Build Automation: An Empirical Study,,
SANER,F,A Multi-Modal Retrieval-Augmented Framework for Compiler Backend Generation with LLMs,,
SANER,F,An Empirical Analysis of Code Clones in GitHub Actions Workflows,,
SANER,F,An Empirical Study of Privacy Leakage Vulnerability in Third-Party Android Logs Libraries,,
SANER,F,Assessing Large Language Models in Verifying Concurrent Programs,,
